title;start_time;end_time;description;exercise_title;exercise_notes;set_index;set_type;weight_kg;reps;distance_km;duration_seconds;rpe
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Lat Pulldown (Cable);;0;normal;50;11;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Lat Pulldown (Cable);;1;normal;45;12;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Lat Pulldown (Cable);;2;normal;45;12;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Chin Ups (Cable);;0;normal;50;12;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Chin Ups (Cable);;1;normal;50;8;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Chin Ups (Cable);;2;normal;45;12;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Seated Cable Row - Bar Grip;;0;normal;35;12;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Seated Cable Row - Bar Grip;;1;normal;35;12;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Seated Cable Row - Bar Grip;;2;normal;40;11;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;EZ Bar Biceps Curl;;0;normal;13;12;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;EZ Bar Biceps Curl;;1;normal;13;10;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;EZ Bar Biceps Curl;;2;normal;12;10;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Dumbbell Row;;0;normal;12;12;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Dumbbell Row;;1;normal;12;12;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Dumbbell Row;;2;normal;12;12;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Hammer Curl (Dumbbell);;0;normal;7;9;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Hammer Curl (Dumbbell);;1;normal;7;6;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Shrug (Dumbbell);;0;normal;12;12;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Shrug (Dumbbell);;1;normal;12;12;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Shrug (Dumbbell);;2;normal;12;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Bench Press (Barbell);;0;normal;51.8;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Bench Press (Barbell);;1;normal;51.8;11;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Bench Press (Barbell);;2;normal;51.8;8;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Iso-Lateral Chest Press (Machine);;0;normal;31.8;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Iso-Lateral Chest Press (Machine);;1;normal;34.3;11;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Iso-Lateral Chest Press (Machine);;2;normal;34.3;10;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Cable Fly Crossovers;;2;normal;15;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Seated Dip Machine;;0;normal;50;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Seated Dip Machine;;1;normal;55;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Seated Dip Machine;;2;normal;55;10;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Seated Shoulder Press (Machine);;0;normal;35;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Seated Shoulder Press (Machine);;1;normal;35;11;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Seated Shoulder Press (Machine);;2;normal;35;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Lateral Raise (Cable);;0;normal;5;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Lateral Raise (Cable);;1;normal;10;10;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Lateral Raise (Cable);;2;normal;10;10;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Triceps Pushdown;;0;normal;40;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Triceps Pushdown;;1;normal;40;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Triceps Pushdown;;2;normal;40;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Cable Overhead (Extensión De Triceps);;0;normal;15;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Cable Overhead (Extensión De Triceps);;1;normal;15;12;;;
Pecho-tríceps;28 Sep 2023, 11:20;28 Sep 2023, 12:55;;Cable Overhead (Extensión De Triceps);;2;normal;20;11;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Chin Up;;0;normal;;5;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Chin Up;;1;normal;;4;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Inverted Row;;0;normal;;16;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Chin Ups (Cable);;0;normal;50;7;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Chin Ups (Cable);;1;normal;45;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Chin Ups (Cable);;2;normal;45;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Lat Pulldown (Cable);;0;normal;50;11;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Lat Pulldown (Cable);;1;normal;50;8;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Lat Pulldown (Cable);;2;normal;45;11;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Seated Cable Row - Bar Grip;;0;normal;35;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Seated Cable Row - Bar Grip;;1;normal;35;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Seated Cable Row - Bar Grip;;2;normal;35;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Dumbbell Row;;0;normal;12;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Dumbbell Row;;1;normal;12;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Dumbbell Row;;2;normal;12;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Shrug (Dumbbell);;0;normal;12;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Shrug (Dumbbell);;1;normal;12;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Shrug (Dumbbell);;2;normal;12;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Face Pull;;0;normal;35;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Face Pull;;1;normal;35;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;Face Pull;;2;normal;30;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;EZ Bar Biceps Curl;Barra = 8kg;0;normal;13;12;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;EZ Bar Biceps Curl;Barra = 8kg;1;normal;13;9;;;
Espalda-Bíceps;26 Sep 2023, 11:32;26 Sep 2023, 12:55;;EZ Bar Biceps Curl;Barra = 8kg;2;normal;8;15;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Bench Press (Barbell);;0;normal;51.8;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Bench Press (Barbell);;1;normal;51.8;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Bench Press (Barbell);;2;normal;51.8;9;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Iso-Lateral Chest Press (Machine);;0;normal;31.8;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Iso-Lateral Chest Press (Machine);;1;normal;34.3;11;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Iso-Lateral Chest Press (Machine);;2;normal;34.3;10;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Cable Fly Crossovers;;2;normal;15;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Seated Dip Machine;;0;normal;50;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Seated Dip Machine;;1;normal;55;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Seated Dip Machine;;2;normal;55;10;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Lateral Raise (Cable);;0;normal;7;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Lateral Raise (Cable);;1;normal;7;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Lateral Raise (Cable);;2;normal;7;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Triceps Pushdown;;0;normal;40;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Triceps Pushdown;;1;normal;40;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Triceps Pushdown;;2;normal;40;10;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Cable Overhead (Extensión De Triceps);;0;normal;15;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Cable Overhead (Extensión De Triceps);;1;normal;15;12;;;
Pecho-tríceps;25 Sep 2023, 11:35;25 Sep 2023, 12:36;;Cable Overhead (Extensión De Triceps);;2;normal;15;10;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Hack Squat (Machine);31.8 = 2 de 15.9;;;;;;;
"40.8 = 31.8 + 2 de 4.5 kg""";0;normal;31.8;12;;;;;;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Hack Squat (Machine);31.8 = 2 de 15.9;;;;;;;
"40.8 = 31.8 + 2 de 4.5 kg""";1;normal;40.8;12;;;;;;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Hack Squat (Machine);31.8 = 2 de 15.9;;;;;;;
"40.8 = 31.8 + 2 de 4.5 kg""";2;normal;40.8;12;;;;;;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Leg Extension (Machine);;0;normal;20;12;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Leg Extension (Machine);;1;normal;20;12;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Leg Extension (Machine);;2;normal;20;12;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Reverse Hyperextension;;0;normal;30;12;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Reverse Hyperextension;;1;normal;35;14;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Reverse Hyperextension;;2;normal;35;12;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Standing Calf Raise (Machine);;0;normal;60;12;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Standing Calf Raise (Machine);;1;normal;65;12;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Standing Calf Raise (Machine);;2;normal;65;12;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Standing Cable Glute Kickbacks;;0;normal;15;12;;;
Piernas;22 Sep 2023, 11:35;22 Sep 2023, 13:15;;Standing Cable Glute Kickbacks;;1;normal;15;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Bench Press (Barbell);;0;normal;50;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Bench Press (Barbell);;1;normal;50;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Bench Press (Barbell);;2;normal;50;10;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Iso-Lateral Chest Press (Machine);;0;normal;31.8;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Iso-Lateral Chest Press (Machine);;1;normal;31.8;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Iso-Lateral Chest Press (Machine);;2;normal;31.8;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Cable Fly Crossovers;;2;normal;15;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Seated Dip Machine;;0;normal;50;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Seated Dip Machine;;1;normal;50;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Seated Dip Machine;;2;normal;50;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Seated Shoulder Press (Machine);;0;normal;35;11;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Seated Shoulder Press (Machine);;1;normal;35;9;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Seated Shoulder Press (Machine);;2;normal;30;9;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Lateral Raise (Cable);;0;normal;7;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Lateral Raise (Cable);;1;normal;7;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Lateral Raise (Cable);;2;normal;7;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Triceps Pushdown;;0;normal;35;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Triceps Pushdown;;1;normal;35;12;;;
Pecho-tríceps;21 Sep 2023, 11:46;21 Sep 2023, 13:16;;Triceps Pushdown;;2;normal;40;9;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Bicep Curl (Dumbbell);;0;normal;7;9;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Bicep Curl (Dumbbell);;1;normal;7;8;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Bicep Curl (Dumbbell);;2;normal;7;5;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Lat Pulldown (Cable);;0;normal;50;11;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Lat Pulldown (Cable);;1;normal;50;9;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Lat Pulldown (Cable);;2;normal;45;12;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Chin Ups (Cable);;0;normal;50;12;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Chin Ups (Cable);;1;normal;50;6;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Chin Ups (Cable);;2;normal;45;12;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Seated Cable Row - Bar Grip;;0;normal;35;12;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Seated Cable Row - Bar Grip;;1;normal;35;12;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Seated Cable Row - Bar Grip;;2;normal;35;12;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Dumbbell Row;;0;normal;9.5;12;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Dumbbell Row;;1;normal;11;12;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Shrug (Dumbbell);;0;normal;12;12;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Shrug (Dumbbell);;1;normal;12;12;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Shrug (Dumbbell);;2;normal;12;12;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Face Pull;;0;normal;30;12;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Face Pull;;1;normal;30;12;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Face Pull;;2;normal;35;11;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Pull Up;;0;normal;;2;;;
Espalda-Bíceps;20 Sep 2023, 11:43;20 Sep 2023, 12:57;;Chin Up;;0;normal;;5;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Bench Press (Barbell);;0;normal;47.6;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Bench Press (Barbell);;1;normal;47.6;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Bench Press (Barbell);;2;normal;47.6;11;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Iso-Lateral Chest Press (Machine);;0;normal;31.8;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Iso-Lateral Chest Press (Machine);;1;normal;31.8;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Iso-Lateral Chest Press (Machine);;2;normal;31.8;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Cable Fly Crossovers;;2;normal;15;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Seated Dip Machine;;0;normal;50;11;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Seated Dip Machine;;1;normal;50;8;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Seated Dip Machine;;2;normal;45;11;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Seated Shoulder Press (Machine);;0;normal;30;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Seated Shoulder Press (Machine);;1;normal;30;10;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Seated Shoulder Press (Machine);;2;normal;30;10;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Lateral Raise (Cable);;0;normal;7;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Lateral Raise (Cable);;1;normal;7;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Lateral Raise (Cable);;2;normal;7;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Triceps Pushdown;;0;normal;35;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Triceps Pushdown;;1;normal;35;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Triceps Pushdown;;2;normal;35;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Cable Overhead (Extensión De Triceps);;0;normal;15;12;;;
Pecho-tríceps;18 Sep 2023, 11:49;18 Sep 2023, 13:14;;Cable Overhead (Extensión De Triceps);;1;normal;15;12;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Bicep Curl (Dumbbell);;0;normal;7;12;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Bicep Curl (Dumbbell);;1;normal;7;5;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Bicep Curl (Dumbbell);;2;normal;7;5;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Lat Pulldown (Cable);;0;normal;50;10;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Lat Pulldown (Cable);;1;normal;50;7;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Lat Pulldown (Cable);;2;normal;45;12;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Chin Ups (Cable);;0;normal;50;7;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Chin Ups (Cable);;1;normal;45;12;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Chin Ups (Cable);;2;normal;45;12;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Seated Cable Row - Bar Grip;;0;normal;35;10;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Seated Cable Row - Bar Grip;;1;normal;30;12;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Seated Cable Row - Bar Grip;;2;normal;30;12;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Single Arm Cable Row;;0;normal;25;12;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Single Arm Cable Row;;1;normal;25;12;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Single Arm Cable Row;;2;normal;25;12;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Face Pull;;0;normal;25;12;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Face Pull;;1;normal;30;12;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Face Pull;;2;normal;30;12;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Pull Up;;0;normal;;2;;;
Espalda-Bíceps;14 Sep 2023, 11:31;14 Sep 2023, 12:42;;Chin Up;;0;normal;;3;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Bench Press (Barbell);;0;normal;45;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Bench Press (Barbell);;1;normal;45;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Bench Press (Barbell);;2;normal;45;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Iso-Lateral Chest Press (Machine);;0;normal;31.8;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Iso-Lateral Chest Press (Machine);;1;normal;31.8;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Iso-Lateral Chest Press (Machine);;2;normal;31.8;11;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Cable Fly Crossovers;;2;normal;15;11;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Seated Shoulder Press (Machine);;0;normal;30;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Seated Shoulder Press (Machine);;1;normal;30;10;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Seated Shoulder Press (Machine);;2;normal;30;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Seated Dip Machine;;0;normal;45;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Seated Dip Machine;;1;normal;45;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Seated Dip Machine;;2;normal;45;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Lateral Raise (Cable);;0;normal;7;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Lateral Raise (Cable);;1;normal;7;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Lateral Raise (Cable);;2;normal;7;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Triceps Pushdown;;0;normal;35;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Triceps Pushdown;;1;normal;35;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Triceps Pushdown;;2;normal;35;12;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Cable Overhead (Extensión De Triceps);;0;normal;15;7;;;
Pecho-tríceps;13 Sep 2023, 11:40;13 Sep 2023, 12:56;;Cable Overhead (Extensión De Triceps);;1;normal;10;12;;;
